,severity,description
13143,3,At US-41/Skokie Hwy - Accident.
13144,3,At CR-25 - Accident.
13145,3,At CR-43/S County Farm Rd - Accident.
13146,3,At Cr-a17 - Accident.
13147,3,Between 31st St/Exit 54 and I-55/Stevenson Expy/Exit 53C - Accident.
13148,3,At CR-2/Finley Rd - Accident.
13149,3,At Lake Ave/Exit 34 - Accident.
13150,3,At 43rd St/Exit 56A - Accident.
13151,3,At IL-38/Roosevelt Rd - Accident.
13152,3,Between 31st St/Exit 54 and I-55/Stevenson Expy/Exit 53C - Accident.
13153,3,At IL-72/Lee St - Accident.
13154,3,At Addison St/Exit 45A - Accident. Jackknifed articulated truck.
13155,3,At Adams St/Exit 51F - Accident.
13156,3,Ramp to Exit 151B - Accident.
13157,3,At Belmont Ave/Exit 45C - Accident.
13158,3,At Addison St/Exit 45A - Accident.
13159,3,At Kostner Ave/Exit 25 - Accident.
13160,4,Closed at Church Rd - Road closed due to accident.
13161,3,At Kostner Ave/Exit 25 - Accident.
13162,2,At Pulaski Rd - Accident.
13163,4,Closed between US-34/Ogden Falls Blvd and 5th St - Road closed due to accident.
13164,4,Closed at US-34/Ogden Falls Blvd - Road closed due to accident.
13165,2,At York Toll Plaza - Accident.
13166,2,At IL-56/Butterfield Rd - Accident.
13167,2,At Garfield Blvd/Exit 57B - Accident.
13168,2,At IL-131 - Accident.
13169,2,At Cr-w11 - Accident.
13170,2,At US-45 - Accident.
13171,2,At Pulaski Rd/Exit 287 - Accident.
13172,3,Between 75th St and IL-171/Archer Ave - Accident.
13173,2,At IL-171/Archer Ave - Accident.
13174,2,At Glen Flora Ave - Accident.
13175,2,At WI-11/Exit 29 - Accident.
13176,4,Closed at CR-11/Deerfield Pky - Road closed due to accident.
13177,3,At IL-64/North Ave/Exit 48B - Accident.
13178,3,At Roselle Rd - Accident.
13179,3,At 35th St/Exit 55A - Accident.
13180,2,Between Exit 51H and Taylor St/Exit 52A - Accident.
13181,2,At IL-56/Butterfield Rd - Accident.
13182,2,At I-88/East-West Tollway - Accident.
13183,3,At Cr-v63 - Accident.
13184,3,Between I-65 and IN-10/Exit 230 - Accident.
13185,3,At I-65 - Accident.
13186,3,Between IL-171/Exit 282 and IL-43/Harlem Ave/Exit 283 - Accident.
13187,3,Ramp to I-55/Stevenson Expy (North) - Accident.
13188,3,Ramp to I-55 Northbound and Joliet Rd - Accident.
13189,3,Ramp to I-55/Stevenson Expy and Joliet Rd - Accident.
13190,3,At IL-83/Kingery Hwy - Accident.
13191,3,At Sherman Rd - Accident.
13192,3,At Touhy Ave/Exit 39 - Accident.
13193,2,At 76th St/Exit 60B - Accident.
13194,3,At 51st St/Exit 57A - Accident.
13195,3,At Winfield Rd - Accident.
13196,3,At Western Ave - Accident.
13197,3,At S Kedzie Ave - Accident.
13198,3,At I-57 - Accident.
13199,2,At CR-5/CR-V62/N Quentin Rd - Accident.
13200,2,At I-94/Tri-State Tollway - Accident.
13201,3,Between W 135th St and 143rd St - Accident.
13202,2,At IL-58/Golf Rd - Accident.
13203,2,At California Ave/Exit 289 - Accident.
13204,2,At IL-38/Roosevelt Rd - Accident.
13205,2,At IL-22/W Half Day Rd - Accident.
13206,2,At Cr-a19 - Accident.
13207,2,At IL-59/Sutton Rd - Accident.
13208,3,At Addison St/Exit 45A - Accident.
13209,3,At Cr-a6 - Accident.
13210,3,At 95th St - Accident.
13211,2,At I-94/Bishop Ford Fwy - Accident.
13212,3,At Cr-w34 - Accident.
13213,3,At IL-21/N Milwaukee Ave - Accident.
13214,3,At Ridge Rd - Accident.
13215,3,At E Lake Cook Rd - Accident.
13216,2,Between Butterfield Rd and US-45 - Accident.
13217,3,At IL-22/Half Day Rd - Accident.
13218,3,At Cr-v75 - Accident.
13219,3,At I-290/IL-53 - Accident.
13220,3,At Naperville Rd - Accident.
13221,3,At I-80 - Accident.
13222,3,At 17th Ave/Exit 19A - Accident.
13223,3,At I-55/31st St/Stevenson Expy - Accident.
13224,3,At US-45 - Accident.
13225,3,At IL-53 - Accident.
13226,3,At CR-26/CR-V76/W Gilmer Rd - Accident.
13227,3,At I-290/Eisenhower Expy - Accident.
13228,3,At IL-64/North Ave/Exit 48B - Accident.
13229,3,At Central Ave/Exit 23B - Accident.
13230,3,At I-57/Exit 151 - Accident.
13231,2,At 35th St/Exit 55A - Accident.
13232,2,At I-355/US-20/Lake St/Exit 7 - Accident.
13233,2,At IL-120/Belvidere Rd - Accident.
13234,2,At CR-7/W St Charles Rd - Accident.
13235,3,At Damen Ave/Exit 290 - Accident.
13236,2,At Tower Rd/Exit 31 - Accident.
13237,3,Between Willow Rd and IL-58/Golf Rd - Accident.
13238,2,At US-6/159th St/Exit 73 - Accident.
13239,2,At Janes Ave - Accident.
13240,2,Between I-355/North-South Tollway and Janes Ave - Accident.
13241,2,At IL-59 - Accident.
13242,2,Between Chicago Southland Lincoln Oasis and IL-1/Halsted St - Accident.
13243,2,At CR-61/CR-A36/Bonner Rd - Accident.
13244,2,At Ivanhoe Rd - Accident.
13245,3,At Pulaski Rd/Exit 287 - Accident.
13246,3,At Dempster St - Accident.
13247,3,At I-90/N-W Tollway/Kennedy Expy - Accident.
13248,3,At CR-V69/Arlington Heights Rd - Accident.
13249,3,At IL-62/Algonquin Rd - Accident.
13250,3,At Skokie Hwy - Accident.
13251,3,At CR-33/75th St - Accident.
13252,3,At CR-27/Jewell Rd - Accident.
13253,3,Between US-34/Ogden Ave and I-88/E-W Tollway (North) - Accident.
13254,3,At Robert Parker Coffin Rd - Accident.
13255,3,At CR-34 - Accident.
13256,3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
13257,3,At Cr-v76 - Accident.
13258,3,At Cr-v45 - Accident.
13259,3,At IL-83 - Accident.
13260,3,At N Western Ave - Accident.
13261,3,At Old Stearns Rd - Accident.
13262,3,At Powis Rd - Accident.
13263,2,At 31st St/Exit 54 - Accident.
13264,3,At St Charles Rd/Exit 14 - Accident.
13265,3,At Garfield Blvd/Exit 57B - Accident.
13266,4,Closed at Elgin - Road closed due to accident.
13267,4,Closed at US-20-BR/Villa St - Road closed due to accident.
13268,3,Between I-55/Stevenson Expy/Exit 53C and I-55/Stevenson Expy/Exit 53B - Accident.
13269,2,At I-55/Stevenson Expy/Exit 53C - Accident.
13270,3,At Lake St/Exit 51A - Accident.
13271,2,At W Madison St - Accident.
13272,2,At Washington Blvd - Accident.
13273,3,Between Joliet Rd/Exit 276C and I-294/Exit 277B - Accident.
13274,2,At 63rd St/Exit 58B - Accident.
13275,4,At 119th St/Exit 354 - Accident.
13276,3,Between Grant St/Exit 9 and Burr St/Exit 6 - Accident.
13277,3,At US-12/US-20/95th St/Exit 62 - Accident.
13278,4,Closed between 167th St/Exit 346 and I-80/Exit 345 - Road closed due to accident.
13279,3,Between 167th St/Exit 346 and I-80/Exit 345 - Accident.
13280,2,At I-290/Eisenhower Expy - Accident.
13281,2,At Boughton Toll Plaza - Accident.
13282,4,Closed between Western Ave and Damen Ave - Road closed due to accident.
13283,4,Closed at Western Ave - Road closed due to accident.
13284,2,At IN-912/Cline Ave/Exit 5 - Accident.
13285,4,Closed at La Porte - Road closed due to accident.
13286,4,Closed at La Porte - Road closed due to accident.
13287,2,At State St/Exit 293C - Accident.
13288,3,Between I-55/Stevenson Expy/Exit 53B and Canalport Ave/Cermak Rd/Exit 53 - Accident.
13289,3,At I-290/US-20/IL-64 - Accident.
13290,3,Between 75th St and I-55/Stevenson Expy (South) - Accident.
13291,2,At Cr-a50 - Accident.
13292,2,At IL-59 - Accident.
13293,4,Closed at US-14/Northwest Hwy - Road closed due to accident.
13294,4,Closed at North Ave - Road closed due to accident.
13295,4,Closed at IL-59 - Road closed due to accident.
13296,4,Closed at Hough St - Road closed due to accident.
13297,2,At US-12/S Rand Rd - Accident.
13298,2,At IL-83/Barron Blvd - Accident.
13299,2,At Bailey Rd - Accident.
13300,3,At Laramie Ave/Exit 24A - Accident.
13301,2,At Lake Cook Rd - Accident.
13302,2,At N McCormick Rd/N Kimball Ave - Accident.
13303,2,At IL-83 - Accident.
13304,2,At CR-39/CR-V68/Alleghany Rd - Accident.
13305,2,At Main St - Accident.
13306,2,At Elgin Ohare Expy - Accident.
13307,2,At Deerpath Dr - Accident.
13308,2,At IL-53 - Accident.
13309,2,At Lake Cook Rd - Accident.
13310,2,At Army Trail Rd - Accident.
13311,2,At Gages Lake Rd - Accident.
13312,2,At Washington St - Accident.
13313,3,At I-290/Eisenhower Exy/Exit 51H/51I - Accident.
13314,2,At Buckley Rd - Accident.
13315,2,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
13316,2,At Deerfield Rd/Deerfield Pky - Accident.
13317,2,At US-14 - Accident.
13318,2,At 22nd St - Accident.
13319,2,Between OHare Oasis and I-290/US-20/IL-64 - Accident.
13320,2,At CR-25/Fairview Ave - Accident.
13321,2,At CR-2 - Accident.
13322,2,At IL-21/Milwaukee Ave - Accident.
13323,2,At Cr-w16 - Accident.
13324,2,At Cr-w16 - Accident.
13325,2,At IL-176 - Accident.
13326,2,At Western Ave - Accident.
13327,2,At St Charles Rd - Accident.
13328,2,At IL-176/W Liberty St - Accident.
13329,2,Between US-41/Indianapolis Blvd/Exit 2 and US-41/Calumet Ave/Exit 1 - Accident.
13330,2,At IL-176 - Accident.
13331,2,At IL-176 - Accident.
13332,2,Between I-94 and Hewitt Dr - Accident.
13333,2,At CR-32/CR-V77/N Old McHenry Rd - Accident.
13334,2,At 2nd St - Accident.
13335,2,At IL-64/North Ave - Accident.
13336,2,At E Old Elm Rd/Old Elm Rd - Accident.
13337,2,At Fairview Ave - Accident.
13338,2,At 75th St - Accident.
13339,2,At I-90/Jane Addams Memorial Tollway - Accident.
13340,2,At Janet Ave - Accident.
13341,2,At IL-53 - Accident.
13342,2,At IL-38/W Roosevelt Rd - Accident.
13343,2,At IL-38/W Roosevelt Rd - Accident.
13344,3,Between I-55/Stevenson Expy/Exit 53C and I-55/Stevenson Expy/Exit 53B - Accident.
13345,2,At Fullerton Ave/Exit 47A - Accident.
13346,3,At US-421/Exit 34 - Accident.
13347,2,At US-30/Exit 257 - Accident.
13348,2,At I-90/N-W Tollway/Kennedy Expy - Accident.
13349,3,At Oakley BLV/Western Ave/Exit 27C - Accident.
13350,3,At 75th St - Accident.
13351,2,At E Lake Cook Rd - Accident.
13352,2,At Northpoint Blvd - Accident.
13353,3,At I-355/Exit 269 - Accident.
13354,2,At IL-60/Town Line Rd - Accident.
13355,2,At US-12/US-20/95th St - Accident.
13356,2,At CR-33/CR-A44/Aptakisic Rd - Accident.
13357,2,At WI-100/Ryan Rd/Exit 322 - Accident.
13358,2,At Maryland St - Accident.
13359,3,At I-55 - Accident.
13360,2,At Main St - Accident.
13361,2,At Loop Rd - Accident.
13362,2,At CR-A50/W Lake Cook Rd - Accident.
13363,2,At Harrison Ave - Accident.
13364,2,At CR-9 - Accident.
13365,2,At IL-83 - Accident.
13366,2,At US-12/IL-59 - Accident.
13367,2,At Cr-a22 - Accident.
13368,2,At CR-9 - Accident.
13369,2,At US-34/Ogden Ave/Warrenville Rd - Accident.
13370,2,At Park Blvd - Accident.
13371,2,Between I-94/Torrence Ave/Exit 161 and I-94 - Accident.
13372,2,At I-355/North-South Tollway - Accident.
13373,2,At I-290/US-20/IL-64 - Accident.
13374,2,At CR-9/Main St - Accident.
13375,3,At I-290/US-20/IL-64 - Accident.
13376,2,At IL-64/North Ave - Accident.
13377,3,At I-290/US-20/IL-64 - Accident.
13378,2,At W Madison St - Accident.
13379,2,At Devon Toll Plaza - Accident.
13380,2,At Burr St/Exit 6 - Accident.
13381,2,At CR-5/CR-V62/N Quentin Rd - Accident.
13382,2,At IL-132/W Grand Ave/N Entrance Dr - Accident.
13383,2,At Cr-a49 - Accident.
13384,2,At Cr-v75 - Accident.
13385,2,At IL-59/Sutton Rd - Accident.
13386,2,At I-355 (North) - Accident.
13387,2,At Pinewood Dr - Accident.
13388,2,At W 127th St - Accident.
13389,2,At IL-83/Kingery Hwy - Accident.
13390,4,Closed at IL-126 - Road closed due to accident.
13391,3,Between Stony Island Ave/Exit 65 and I-57/Exit 63 - Accident.
13392,2,At Cr-a18 - Accident.
13393,2,At Cr-a18 - Accident.
13394,2,Between US-14/N Ridge Ave/N Broadway St and Winthrop Ave - Accident.
13395,2,Between Winthrop Ave and US-14/N Ridge Ave/N Broadway St - Accident.
13396,2,At Boughton Rd - Accident.
13397,2,At US-14/Dempster St - Accident.
13398,2,At Roosevelt Rd - Accident.
13399,2,At I-294/Tri-State Tollway - Accident.
13400,2,At US-41/Skokie Hwy - Accident.
13401,2,Between Fullerton Pky and Belmont Ave - Accident.
13402,2,At St Charles Rd - Accident.
13403,2,At CR-25 - Accident.
13404,2,At CR-23/Gary Ave - Accident.
13405,2,At CR-36/CR-V67/Deep Lake Rd - Accident.
13406,2,At IL-83/Main St - Accident.
13407,2,At IL-64/North Ave - Accident.
13408,2,At CR-2 - Accident.
13409,2,At 63rd St - Accident.
13410,2,At US-20 - Accident.
13411,2,At IL-120 - Accident.
13412,2,Between CR-38/CR-W20/S Oplaine Rd and I-94/Tri-State Tollway - Accident.
13413,2,At IL-132/Grand Ave - Accident.
13414,2,At 1st Ave/Exit 20 - Accident.
13415,2,At US-45 - Accident.
13416,2,At Diehl Rd - Accident.
13417,2,At Cr-w12 - Accident.
13418,2,At Buckley Rd - Accident.
13419,2,Between IL-72/Lee St and Devon Toll Plaza - Accident.
13420,2,At Elgin - Accident.
13421,2,At IL-171/Exit 282 - Accident.
13422,4,Closed at IL-17 - Road closed due to accident.
13423,2,At 115th St/Exit 66B - Accident.
13424,2,At IL-31 - Accident.
13425,2,At IL-68/Dundee Rd/Exit 30 - Accident.
13426,3,At Lemont Rd/Exit 271 - Accident.
13427,2,At IL-1/Halsted St/Exit 357 - Accident.
13428,2,At 79th St - Accident.
13429,2,At Barrington Rd/County Farm Rd - Accident.
13430,2,At Division St/Exit 49A - Accident.
13431,2,At US-6/IN-51/Ripley St/Exit 15 - Accident.
13432,2,At IL-83/Kingery Expy - Accident.
13433,2,At IL-63/Midlothian Rd - Accident.
13434,2,At IL-59 - Accident.
13435,2,At IL-83/Kingery Hwy/W Grand Ave - Accident.
13436,2,At IL-43/Harlem Ave/Exit 283 - Accident.
13437,2,At 16th St - Accident.
13438,2,At Cr-a42 - Accident.
13439,2,At 18th St - Accident.
13440,2,At Weaver Pkwy - Accident.
13441,2,At CR-23/Naperville Rd - Accident.
13442,3,At IL-72/Lee St - Accident.
13443,2,At Old Rand Rd - Accident.
13444,2,At US-20/Lake St - Accident.
13445,2,At IL-25 - Accident.
13446,2,At Martin Luther King Jr Ave - Accident.
13447,2,At IL-56/Butterfield Rd - Accident.
13448,2,At IL-56/Butterfield Rd - Accident.
13449,2,At Butterfield Rd - Accident.
13450,2,At Butterfield Rd - Accident.
13451,4,Ramp closed to Exit 53B - Road closed due to accident.
13452,2,At Cermak Rd/Exit 293 - Accident.
13453,3,At I-94/Lake-Cook Rd - Accident.
13454,2,At W Howard St - Accident.
13455,2,At IL-58 - Accident.
13456,2,At IL-43 - Accident.
13457,2,At CR-34 - Accident.
13458,2,At US-12/US-20/US-45/Exit 17 - Accident.
13459,2,At Ohio St/Exit 50B - Accident.
13460,2,At Ohio St/Exit 50B - Accident.
13461,3,Between Stony Island Ext and Stony Island Ave/Exit 65 - Accident.
13462,3,At Damen Ave/Exit 290 - Accident.
13463,2,Between Tower Dr and IL-56/Butterfield Rd - Accident.
13464,2,Between IL-56/Butterfield Rd and Tower Dr - Accident.
13465,3,At 111th St/Exit 66A - Accident.
13466,2,At US-12/US-20/95th St - Accident.
13467,2,At US-12/US-20/95th St - Accident.
13468,2,At IL-22/Half Day Rd - Accident.
13469,3,At Damen Ave/Exit 290 - Accident.
13470,2,At Burr St/Exit 6 - Accident.
13471,2,At York Rd - Accident.
13472,2,At 76th St/Exit 60B - Accident involving bus.
13473,2,At I-65/Exit 12 - Accident.
13474,3,At 76th St/Exit 60B - Accident.
13475,2,At IL-176/Rockland Rd - Accident.
13476,2,At Hickory Dr - Accident.
13477,2,At CR-34 - Accident.
13478,3,At I-290/IL-53 - Accident.
13479,3,At S Stony Island Ave - Accident.
13480,3,At Oakwood Blvd - Accident.
13481,3,At Joliet Rd/Coolspring Dr - Accident.
13482,3,At Joliet Rd/Coolspring Dr - Accident.
13483,3,At IL-43/Waukegan Rd - Accident.
13484,3,At IL-176/W Liberty St - Accident.
13485,3,At Canal St - Accident.
13486,3,At I-355/North-South Tollway - Accident.
13487,3,At Leask Ln - Accident.
13488,3,At US-45/IL-21/Milwaukee Ave - Accident.
13489,3,At E Old Elm Rd/Old Elm Rd - Accident.
13490,3,At Keeler Ave/Exit 44A - Accident.
13491,3,At 9th Ave/Exit 19B - Accident.
13492,3,At Ohare Oasis - Accident.
13493,3,Between IL-1/Halsted St and I-294/Tri-State Tollway - Accident.
13494,2,At Randall Rd - Accident.
13495,2,At I-355 (North) - Accident.
13496,2,At IL-137/Buckley Rd - Accident.
13497,2,At Cr-a22 - Accident.
13498,2,Between Milwaukee Ave/S Riverside Dr and I-94/Tri-State Tollway - Accident.
13499,2,Between 75th St and I-55/Stevenson Expy (South) - Accident.
13500,3,At IL-47 - Accident.
13501,2,At CR-51/CR-A12/W Petite Lake Rd - Accident.
13502,2,At Cr-w16 - Accident.
13503,2,Between US-12/Rand Rd and IL-53-ext - Accident.
13504,2,At Lake St/Exit 51A - Accident.
13505,2,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
13506,2,At 25th Ave/Exit 18 - Accident.
13507,2,At 21st St - Accident.
13508,2,At Stonegate Rd - Accident.
13509,2,At CR-21/Geneva Rd - Accident.
13510,3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
13511,3,At IL-22 - Accident.
13512,4,Closed at CR-34/Randall Rd - Road closed due to accident.
13513,3,At N Prairie Rd - Accident.
13514,3,At 43rd St/Exit 56A - Accident.
13515,3,At Lake Cook Rd - Accident.
13516,3,At Cr-a1 - Accident.
13517,3,At Cr-v49 - Accident.
13518,3,At I-55/Stevenson Expy/Exit 53B - Accident.
13519,3,At Cr-a46 - Accident.
13520,3,At McHenry/Boone County Line - Accident.
13521,3,At CR-53/Diehl Rd - Accident.
13522,3,At Hastings Ave - Accident.
13523,3,At Old Elm Rd - Accident.
13524,4,Closed between Lake Ave/Exit 34 and US-41/Skokie Rd/Exit 34 - Road closed due to accident.
13525,3,Between Dolton Ave/Exit 70 and IL-83/Sibley Blvd/Exit 71 - Accident.
13526,3,At Dolton Ave/Exit 70 - Accident.
13527,3,At Pulaski Rd/Exit 287 - Accident.
13528,3,At IL-60/Town Line Rd - Accident.
13529,3,At Maryland St - Accident.
13530,3,At N Kedzie Ave - Accident.
13531,3,At E Main St/Lake Cook Rd - Accident.
13532,3,At Hinsdale Oasis - Accident.
13533,4,Ramp closed to US-41/Lake Shore Dr Northbound - Road closed due to accident. Construction work.
13534,2,At IL-1/Halsted St/Exit 357 - Accident.
13535,2,At IL-38/Roosevelt Rd - Accident.
13536,2,At IL-120/Belvidere Rd - Accident.
13537,2,At 63rd St - Accident.
13538,2,At Milwaukee Ave/S Riverside Dr - Accident.
13539,2,Between Eagle Way and Tower Dr - Accident.
13540,2,Between Tower Dr and Eagle Way - Accident.
13541,2,At IL-21/N Milwaukee Ave - Accident.
13542,2,At Lemont Rd/Exit 271 - Accident.
13543,2,At Montrose Ave/Exit 43C - Accident.
13544,2,At IL-64/North Ave/Exit 48B - Accident.
13545,2,At IL-56/Butterfield Rd - Accident.
13546,2,At CR-9/Highland Ave - Accident.
13547,2,At IL-21/Milwaukee Ave - Accident.
13548,3,At Glenwood Dyer Rd - Accident.
13549,3,At S Damen Ave - Accident.
13550,3,At S Genesee St - Accident.
13551,3,At US-20/Lake St - Accident.
13552,3,At CR-23/Gary Ave - Accident.
13553,3,At IL-22/Half Day Rd - Accident.
13554,3,At US-41/Skokie Valley Rd - Accident.
13555,3,At Central Ave - Accident.
13556,3,At N Western Ave/N Clybourn Ave - Accident.
13557,3,At Barrington Rd - Accident.
13558,3,At Wolf Rd/Exit 16 - Accident.
13559,3,At Roosevelt Dr - Accident.
13560,3,At IL-83/Kingery Hwy - Accident.
13561,3,At US-20/Lake St - Accident.
13562,3,At Barrington Rd - Accident.
13563,2,At IL-83/Kingery Hwy - Accident.
13564,2,At Kennedy Rd - Accident.
13565,2,At Hillview Dr - Accident.
13566,2,At Kelsey Rd - Accident.
13567,2,At Central Ave/Exit 23B - Accident.
13568,2,At I-65 - Accident.
13569,2,Ramp to I-290 Westbound and I-294 NB - Accident.
13570,2,Ramp to I-290 Westbound and I-294 NB - Accident.
13571,2,Ramp to I-294/IL-38/Roosevelt Rd - Accident.
13572,2,Ramp to I-290/Eisenhower Expy Westbound - Accident.
13573,2,Between CR-38/CR-W20/S Oplaine Rd and I-94/Tri-State Tollway - Accident.
13574,2,Between Central Ave/Exit 13 and US-6/IN-51/Ripley St/Exit 15 - Accident.
13575,2,At US-41/Skokie Hwy - Accident.
13576,2,At Grand Ave - Accident.
13577,2,At Lake Cook Rd - Accident.
13578,2,At Clavey Rd/Skokie Valley Rd - Accident.
13579,2,At CR-21 - Accident.
13580,2,At IL-120/Belvidere Rd - Accident.
13581,3,At IL-83/Ivanhoe Rd/Schank Ave - Accident.
13582,3,At CR-41/CR-W19/N St Marys Rd - Accident.
13583,3,At IL-38/Roosevelt Rd - Accident.
13584,3,At N Midlothian Rd - Accident.
13585,3,At Lake Cook Rd - Accident.
13586,3,At S Blanchard St - Accident.
13587,3,At CR-25/Meyers Rd/Westmore-Meyers Rd - Accident.
13588,3,At IL-38/Roosevelt Rd - Accident.
13589,3,At Chicago Ave - Accident.
13590,2,At IL-43/Harlem Ave/Exit 148 - Accident.
13591,2,At 75th St - Accident.
13592,2,At 61st Ave/Exit 255 - Accident.
13593,2,At Wadsworth Rd - Accident.
13594,2,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
13595,4,Closed between Parkview Ln and Bruce St - Road closed due to accident.
13596,4,Closed between Bruce St and Parkview Ln - Road closed due to accident.
13597,2,At Cass Ave/Exit 273 - Accident.
13598,2,At 47th St/Exit 56B - Accident.
13599,2,At Kostner Ave/Exit 43D - Accident.
13600,3,At Burr St/Exit 6 - Accident.
13601,4,Closed at Water St - Road closed due to accident.
13602,4,Closed at River St - Road closed due to accident.
