severity,description
3,Between Dolton Ave/Exit 70 and IL-83/Sibley Blvd/Exit 71 - Accident.
3,At Dolton Ave/Exit 70 - Accident.
3,At Pulaski Rd/Exit 287 - Accident.
3,At IL-60/Town Line Rd - Accident.
3,At Maryland St - Accident.
3,At N Kedzie Ave - Accident.
3,At E Main St/Lake Cook Rd - Accident.
3,At Hinsdale Oasis - Accident.
4,Ramp closed to US-41/Lake Shore Dr Northbound - Road closed due to accident. Construction work.
2,At IL-1/Halsted St/Exit 357 - Accident.
2,At IL-38/Roosevelt Rd - Accident.
2,At IL-120/Belvidere Rd - Accident.
2,At 63rd St - Accident.
2,At Milwaukee Ave/S Riverside Dr - Accident.
2,Between Eagle Way and Tower Dr - Accident.
2,Between Tower Dr and Eagle Way - Accident.
2,At IL-21/N Milwaukee Ave - Accident.
2,At Lemont Rd/Exit 271 - Accident.
2,At Montrose Ave/Exit 43C - Accident.
2,At IL-64/North Ave/Exit 48B - Accident.
2,At IL-56/Butterfield Rd - Accident.
2,At CR-9/Highland Ave - Accident.
2,At IL-21/Milwaukee Ave - Accident.
3,At Glenwood Dyer Rd - Accident.
3,At S Damen Ave - Accident.
3,At S Genesee St - Accident.
3,At US-20/Lake St - Accident.
3,At CR-23/Gary Ave - Accident.
3,At IL-22/Half Day Rd - Accident.
3,At US-41/Skokie Valley Rd - Accident.
3,At Central Ave - Accident.
3,At N Western Ave/N Clybourn Ave - Accident.
3,At Barrington Rd - Accident.
3,At Wolf Rd/Exit 16 - Accident.
3,At Roosevelt Dr - Accident.
3,At IL-83/Kingery Hwy - Accident.
3,At US-20/Lake St - Accident.
3,At Barrington Rd - Accident.
2,At IL-83/Kingery Hwy - Accident.
2,At Kennedy Rd - Accident.
2,At Hillview Dr - Accident.
2,At Kelsey Rd - Accident.
2,At Central Ave/Exit 23B - Accident.
2,At I-65 - Accident.
2,Ramp to I-290 Westbound and I-294 NB - Accident.
2,Ramp to I-290 Westbound and I-294 NB - Accident.
2,Ramp to I-294/IL-38/Roosevelt Rd - Accident.
2,Ramp to I-290/Eisenhower Expy Westbound - Accident.
2,Between CR-38/CR-W20/S Oplaine Rd and I-94/Tri-State Tollway - Accident.
2,Between Central Ave/Exit 13 and US-6/IN-51/Ripley St/Exit 15 - Accident.
2,At US-41/Skokie Hwy - Accident.
2,At Grand Ave - Accident.
2,At Lake Cook Rd - Accident.
2,At Clavey Rd/Skokie Valley Rd - Accident.
2,At CR-21 - Accident.
2,At IL-120/Belvidere Rd - Accident.
3,At IL-83/Ivanhoe Rd/Schank Ave - Accident.
3,At CR-41/CR-W19/N St Marys Rd - Accident.
3,At IL-38/Roosevelt Rd - Accident.
3,At N Midlothian Rd - Accident.
3,At Lake Cook Rd - Accident.
3,At S Blanchard St - Accident.
3,At CR-25/Meyers Rd/Westmore-Meyers Rd - Accident.
3,At IL-38/Roosevelt Rd - Accident.
3,At Chicago Ave - Accident.
2,At IL-43/Harlem Ave/Exit 148 - Accident.
2,At 75th St - Accident.
2,At 61st Ave/Exit 255 - Accident.
2,At Wadsworth Rd - Accident.
2,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
4,Closed between Parkview Ln and Bruce St - Road closed due to accident.
4,Closed between Bruce St and Parkview Ln - Road closed due to accident.
2,At Cass Ave/Exit 273 - Accident.
2,At 47th St/Exit 56B - Accident.
2,At Kostner Ave/Exit 43D - Accident.
3,At Burr St/Exit 6 - Accident.
4,Closed at Water St - Road closed due to accident.
4,Closed at River St - Road closed due to accident.
2,At I-294/Exit 277B - Accident.
2,At I-88/I-290 - Accident.
2,Between IL-53-ext and US-12/Rand Rd - Accident.
2,At IL-53/Rohlwing Rd - Accident.
2,At CR-K/Exit 329 - Accident.
3,At Touhy Ave/Exit 39 - Accident.
3,At Sacramento Blvd/Exit 27A - Accident.
3,At Hallmark Ct - Accident.
3,At West St - Accident.
2,At W 18th St - Accident.
3,At E Upper Wacker Dr/E Lower Wacker Dr - Accident.
3,At IL-53/IL-68/E Dundee Rd - Accident.
3,Between S Halsted St and I-90/I-94/Dan Ryan Expy W/Union Ave - Accident.
3,At IL-60 - Accident.
3,At I-55/Stevenson Expy (North) - Accident.
2,At Highland Ave - Accident.
2,At I-290/Eisenhower Expy/Harrison St - Accident.
3,Between 63rd St/Exit 58B and I-90/I-94 Eastern Split - Accident.
3,At IL-22/Half Day Rd - Accident.
3,At Leland Ave - Accident.
3,At Cr-a22 - Accident.
3,At 83rd St - Accident.
3,At S State St - Accident.
3,At W 18th St - Accident.
2,At Barrington Rd - Accident.
3,At US-12/US-20/US-45/Exit 279 - Accident.
3,Between Marquette Rd/67th St/Exit 59B and 71st St/Exit 59C (East) - Accident.
3,At Winchester Ave - Accident.
3,At I-355/North-South Tollway - Accident.
3,At CR-2/Finley Rd - Accident.
3,At Thornwood Ave - Accident.
3,At Illinois St/Grand Ave - Accident.
3,At N Racine Ave - Accident.
3,At Pulaski Rd/Exit 287 - Accident.
3,Between IL-64/La Salle Dr and Fullerton Pky - Accident.
3,At 71st St - Accident.
3,At Belmont Ave - Accident.
3,At 130th St/Exit 68 - Accident.
4,Closed between WI-20/Washington Ave/N Raynor Ave and CR-K/3 1/2 Mile Rd/Northcape St - Road closed due to accident.
4,Closed at WI-20/Washington Ave/N Raynor Ave - Road closed due to accident.
2,Between Randolph St/Exit 51B and Washington Blvd/Exit 51C - Accident.
2,At US-12/US-20/95th St/Exit 62 - Accident.
2,At Sibley Blvd/147th St/Exit 350 - Accident.
4,Closed between Sibley Blvd/147th St/Exit 350 and Burr Oak Ave/127th St/Exit 353 - Road closed due to accident.
4,Closed between Sibley Blvd/147th St/Exit 350 and Burr Oak Ave/127th St/Exit 353 - Road closed due to accident.
3,At Madison St/Exit 51D - Accident.
3,Ramp to Exit 53C - Accident.
3,Ramp to I-55 NB and 22nd St/Cermak Rd - Accident.
3,Ramp to I-55 NB and 22nd St/Cermak Rd - Accident.
2,At E 111th St - Accident.
2,At US-41/Calumet Ave/Exit 1 - Accident.
2,At US-20 - Accident.
2,At Touhy Ave - Accident.
2,At CR-27/CR-W34/Lewis Ave - Accident.
2,At US-14 - Accident.
2,At W Foster Ave - Accident.
2,At W 47th St - Accident.
2,At Pulaski Rd/Exit 287 - Accident.
2,Ramp to I-294 Northbound and Hinsdale Oasis Rest Area - Accident.
2,Ramp to I-294/Tri-State Tollway Northbound - Accident.
2,Ramp to I-294/Tri-State Tollway Northbound - Accident.
2,Ramp to I-294/Tri-State Tollway Northbound - Accident.
2,Ramp to I-294/Tri-State Tollway Northbound - Accident.
2,Ramp to Exit 277A - Accident.
2,At 35th St/Exit 55A - Accident.
2,At I-90/I-94/Kennedy Expy - Accident.
2,At Fullerton Ave/Exit 47A - Accident.
2,At 71st St/Exit 59C (West) - Accident.
3,Ramp to Exit 277A - Accident.
3,Ramp to I-294/Tri-State Tollway Northbound - Accident.
3,Ramp to I-294/Tri-State Tollway Northbound - Accident.
3,Ramp to I-294/Tri-State Tollway Northbound - Accident.
2,At Eisenhower Expy - Accident.
2,At Cr-a16 - Accident.
2,At Willow Rd - Accident.
2,At Fairway Dr - Accident.
2,At Elgin Ohare Expy - Accident.
3,At Willow Rd - Accident.
3,At US-20/Lake St - Accident.
3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
2,At IL-60 - Accident.
3,At Newark Ave - Accident.
3,At US Highway 12 - Accident.
3,At US-41/N Skokie Hwy - Accident.
3,At Cr-v57 - Accident.
3,At Villa Ave - Accident.
3,At S President St - Accident.
3,At IL-83 - Accident.
3,At US-12/US-20/95th St - Accident.
3,At IL-53/Rohlwing Rd - Accident.
3,At E 18th Dr - Accident.
3,At Elgin Ohare Expy - Accident.
3,Between W Warren Blvd and Randolph St - Accident.
3,At Schick Rd - Accident.
3,At W Division St - Accident.
3,At Superior St - Accident.
3,At Huron St - Accident.
2,At Sibley Blvd/147th St/Exit 350 - Accident.
2,At Sibley Blvd/147th St/Exit 350 - Accident.
2,At US-20/Lake St - Accident.
2,Between IL-43/Harlem Ave/Exit 148 and I-57/Exit 151 - Accident.
2,Between I-294/IL-38/Roosevelt Rd and Wolf Rd/Exit 16 - Accident.
2,Between Burr St/Exit 6 and IN-912/Cline Ave/Exit 5 - Accident.
3,At 1st Ave/Exit 20 - Accident.
2,At I-55/Stevenson Expy (South) - Accident.
2,At IL-53/Exit 267 - Accident.
2,At CR-2/Hobson Rd - Accident.
2,Between I-88/East-West Tollway and 22nd St - Accident.
2,At Deerpath Rd - Accident.
2,At 31st St - Accident.
2,At 51st St/Exit 57A - Accident.
2,At CR-23 - Accident.
2,At IN-912/Cline Ave/Exit 5 - Accident.
3,At Waukegan Rd - Accident.
3,At Lakeview Dr - Accident.
3,Ramp to I-290/IL-53 - Accident.
3,Ramp to I-290 EB/IL-53 SB and W Frontage Rd - Accident.
3,Ramp to I-290 Eastbound - Accident.
3,Ramp to I-290 EB and IL-53 and Algonquin Rd - Accident.
3,At IL-132/Grand Ave - Accident.
3,At IL-25 - Accident.
3,At N Prairie Rd - Accident.
3,At US-12 - Accident.
3,At Cr-v66 - Accident.
3,At IL-132/Grand Ave - Accident.
3,At US-12 - Accident.
3,Between Algonquin Rd and Apollo Dr - Accident.
3,At 130th St/Exit 68 - Accident.
3,At I-65/Exit 11 - Accident.
2,At Three Rivers Rest Area - Accident.
2,At IL-1/Halsted St/Exit 357 - Accident.
2,At US-6/159th St/Exit 348 - Accident.
2,At Army Trail Rd - Accident.
4,Closed between Castlewood Ln and Parkway North Blvd - Road closed due to accident.
4,Closed at Lorel Ave - Road closed due to accident.
4,Closed at Long Ave - Road closed due to accident.
2,At IL-47/Exit 112 - Accident.
2,Between Wilmot Rd and CR-58/CR-W24/Saunders Rd - Accident.
4,Closed at Palos Park - Road closed due to accident.
2,At 9th Ave/Exit 19B - Accident.
4,Closed between 26th St and 49th Ave - Road closed due to accident.
4,Closed between 49th Ave and 26th St - Road closed due to accident.
2,At County Line Rd/Exit 276 - Accident.
3,At IL-43/Harlem Ave/Exit 283 - Accident.
2,At US-20/W Lake St - Accident.
2,Ramp to US-20 and IL-83 Southbound - Accident.
2,Ramp to US-20 and IL-83 Southbound - Accident.
2,Ramp to US-20 and IL-83 SB - Accident.
2,Ramp to I-290 EB and US-20 and IL-83 SB - Accident.
2,Ramp to IL-83 Southbound - Accident.
2,Ramp to Exit 10A - Accident.
3,At US-41/Skokie Hwy - Accident.
3,At Monroe St - Accident.
3,At I-88/E-W Tollway (North) - Accident.
3,At IL-176/Rockland Rd - Accident.
3,At I-355 (South) - Accident.
3,At IL-176/Rockland Rd - Accident. Traffic signals not working.
3,At CR-2/Grove Rd - Accident.
3,At N Milwaukee Ave - Accident.
3,At IL-19/W Irving Park Rd/Lincoln Ave - Accident.
3,At Morgan St/Exit 29B - Accident.
3,At St Charles Rd/Exit 14 - Accident.
2,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
2,At 73rd St - Accident.
2,At 18th St - Accident.
2,At W Franklin Blvd - Accident.
3,At WI-50/Exit 344 - Accident.
2,At US-12/US-20/95th St/Exit 62 - Accident.
2,At Touhy Ave/Exit 39 - Accident.
2,At 75th St - Accident.
2,At W 35th St - Accident.
3,At US-20/Lake St/North Ave/Exit 13 - Accident.
2,At Washington Blvd/Exit 51C - Accident.
2,At W Touhy Ave - Accident.
2,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
2,At Belmont Ave/Exit 45C - Accident.
2,At N Kedzie Ave - Accident.
2,At W Bartlett Rd - Accident.
2,At Greenbrook Blvd - Accident.
2,At Pfingsten Rd - Accident.
2,At S Finley Rd - Accident.
2,At Grand Ave - Accident.
2,At Nippersink Ave - Accident.
2,At Beverly Rd - Accident.
2,At Cr-a20 - Accident.
3,At E 18th Dr - Accident.
2,At Bryn Mawr Ave/Nagle Ave/Exit 82 - Accident.
3,At Belmont Ave/Exit 45C - Accident.
3,At S Pulaski Rd - Accident.
3,At US-12/US-20/95th St/Exit 62 - Accident.
3,At 63rd St/Exit 58B - Accident.
3,At 87th St/Exit 61B - Accident.
3,At Lawrence Ave/Exit 84 - Accident.
3,At IL-21/Milwaukee Ave/Old Half Day Rd - Accident.
3,At IL-83/Kingery Hwy - Accident.
3,At Port Clinton Rd - Accident.
3,At CR-36/CR-V67/Deep Lake Rd - Accident.
3,At Touhy Ave - Accident.
3,At I-55/Stevenson Expy (South) - Accident.
3,At 51a - Accident.
3,At Lehigh Ave - Accident.
3,At Martin L King Dr/Exit 293D - Accident.
3,At W Division St - Accident.
3,Between Ohio St/Exit 50B and Ogden Ave/Exit 50A - Accident.
3,At Independence Blvd/Exit 26A - Accident.
2,At US-20/US-35/Exit 40 - Accident.
4,At Willow Rd - Accident.
3,Between US-41/Calumet Ave/Exit 1 and US-41/Indianapolis Blvd/Exit 2 - Accident.
2,At US-45 - Accident.
2,At CR-29 - Accident.
2,At US-20/Lake St/North Ave/Exit 13 - Accident.
2,At Grant St/Exit 9 - Accident.
2,At Cedar Lake Rd - Accident.
2,At IL-59 - Accident.
2,Ramp to I-290/Eisenhower Expy - Accident.
2,Ramp to Tri-State Tollway - Accident.
3,Ramp to Ohio St/Exit 50B - Accident.
3,At N Bradley Rd - Accident.
2,At IL-21/N Milwaukee Ave - Accident.
3,At Cr-v62 - Accident.
3,Between Lawrence Ave/Exit 84 and I-94 - Accident.
3,At I-90/I-94 Western Split - Accident.
3,At IL-53 - Accident.
3,At Powis Rd - Accident.
3,At IL-59 - Accident.
3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
3,At IL-21 - Accident.
3,At Allanson Rd - Accident.
3,At US-12/US-20/US-45/Exit 17 - Accident.
3,At Three Oaks Ln - Accident.
3,At Fullerton Pky - Accident.
2,Between Lake View Ave and Cleveland Ave - Accident.
3,At Clybourn Ave - Accident.
3,At 31st St - Accident.
3,At US-12/US-20/US-45/Exit 17 - Accident.
3,At N Milwaukee Ave - Accident.
3,At WI-20/Exit 333 - Accident.
3,At 50th Rd - Accident.
2,At Ashland BLV/Paulina St/Exit 28B - Accident.
2,At IL-83/Kingery Hwy - Accident.
2,At IL-83/Barron Blvd - Accident.
2,At Stony Island Ave/Exit 65 - Accident.
2,At 111th St/Exit 66A - Accident.
2,At Diversey Ave/Exit 46B - Accident.
2,At S State St - Accident.
2,At Cr-a33 - Accident.
2,At I-355 (North) - Accident.
2,At I-90 Exp/I-90 Express Lane/Kennedy Exp - Accident.
2,At US-6/159th St/Exit 73 - Accident.
4,Closed at Deerpath Rd - Road closed due to accident.
2,At CR-29/CR-W15/N Hunt Club Rd - Accident.
2,At CR-25 - Accident.
2,At Cr-w12 - Accident.
2,At Fulton St - Accident.
3,At Devon Toll Plaza - Accident.
2,At N Narragansett Ave - Accident.
2,At I-355/North-South Tollway - Accident.
2,At I-355/North-South Tollway - Accident.
2,At CR-17/Bowes Rd - Accident.
2,At College Green Dr - Accident.
2,At CR-27/High Lake Rd - Accident.
2,At Hospital Rd - Accident.
2,At US-45 - Accident.
2,At W Devon Ave - Accident.
2,At US-12/US-20/95th St/Exit 62 - Accident.
2,At W Touhy Ave - Accident.
3,Between Grand Ave and IL-132/W Grand Ave/N Entrance Dr - Accident.
3,At US-41/Skokie Rd/Exit 34 - Accident.
3,At US-45 - Accident.
3,At Highland Ave - Accident.
3,At Hart Rd - Accident.
3,At Old Rand Rd - Accident.
3,At Cr-v51 - Accident.
3,At Cr-a50 - Accident.
3,At Damen Ave/Exit 47B - Accident.
3,At Cr-v66 - Accident.
3,At IL-59 - Accident.
3,At CR-29/Greenbrook Blvd/E Stearns Rd - Accident.
2,At IL-56/Butterfield Rd - Accident.
3,At I-355/North-South Tollway - Accident.
3,At Cr-v63 - Accident.
3,At US-12/US-20/95th St - Accident.
3,At US-20/Lake St - Accident.
3,At S South Chicago Ave/E 71st St - Accident.
3,Ramp to W Division St - Accident.
3,Ramp to Division St/Exit 49A - Accident.
3,At IL-58 - Accident.
3,At US-6/IN-51/Ripley St/Exit 15 - Accident.
4,Closed at Lehigh Ave - Road closed due to accident.
4,Closed between Lehigh Ave and Ferris Ave - Road closed due to accident.
2,At 63rd St - Accident.
3,At Sayre Ave/Exit 81B - Accident.
3,At IL-83/Kingery Rd/Exit 274 - Accident.
2,At IL-64/North Ave - Accident.
2,At Cass Ave/Exit 273 - Accident.
2,At Hanlon Rd - Accident.
2,At Cr-w11 - Accident.
2,At Division St/Exit 49A - Accident.
2,Between I-65 and Thayer - Accident.
2,At I-65 - Accident.
2,At IN-2/Exit 240 - Accident.
2,At Wolf Rd/Exit 16 - Accident.
3,At Maple Ave - Accident.
2,At IL-59 - Accident.
2,At US-14/Northwest Hwy - Accident.
2,At Lyman Ave - Accident.
2,At Fairview Ave - Accident.
2,At IL-21 - Accident.
2,At IL-21 - Accident.
4,Closed between I-57 and W 127th St - Road closed due to accident.
2,At Dilleys Rd - Accident.
3,At US-12/US-20/US-45/Exit 279 - Accident.
3,At IL-56 - Accident.
3,Between IL-58/Golf Rd and Willow Rd - Accident.
3,At 31st St/Oak Brook Rd - Accident.
3,At IL-19/Irving Park Rd - Accident.
3,At IL-43/Waukegan Rd - Accident.
2,At Cr-w19 - Accident.
3,At Randolph St/Exit 51B - Accident.
3,At US-20/Lake St/North Ave/Exit 13 - Accident.
3,At 1st Ave/Exit 20 - Accident.
3,At 79th St/60C - Accident.
2,At US-12/US-20/95th St/Exit 62 - Accident.
3,Between I-94/Kingery Expy and I-94 - Accident.
3,Ramp to IL-394 Southbound - Accident.
2,At IL-176/Rockland Rd - Accident.
2,Between W 127th St and I-55 - Accident.
3,Between George Ade Travel Plaza and 600W/Willow Creek Rd/Exit 23 - Accident.
2,At US-12/US-20/US-45/Exit 279 - Accident.
2,At Grant St/Exit 9 - Accident.
2,At S Villa Ave - Accident.
2,At CR-11 - Accident.
3,At CR-33/CR-A44/Aptakisic Rd - Accident.
3,Between 43rd St/Exit 56A and 47th St/Exit 56B - Accident.
2,At IL-50/Cicero Ave/Exit 24B - Accident.
3,At Laramie Ave/Exit 24A - Accident.
3,At IL-83/Ivanhoe Rd/Schank Ave - Accident.
3,At IL-38/Roosevelt Rd - Accident.
3,At IL-59 - Accident.
3,At Butterfield Rd - Accident.
3,At Montrose Ave/Exit 43C - Accident.
3,At 35th St/Exit 55A - Accident.
3,At 75th St - Accident.
3,Ramp to I-290/Eisenhower Expy - Accident.
3,Ramp to Exit 51H - Accident.
3,Ramp to I-290/Eisenhower Expy - Accident.
3,Ramp to I-290/Eisenhower Expy Westbound - Accident.
3,At I-290/US-20/IL-64 - Accident.
3,At IL-83/Sibley Blvd/Exit 71 - Accident.
2,At I-90/N-W Tollway/Kennedy Expy - Accident.
3,At Ohio St/Exit 50B - Accident.
2,At W 127th St - Accident.
2,At Willow Rd - Accident.
2,At Barrington Rd - Accident.
2,At Chicago Ave/Hinsdale Ave - Accident.
3,At Kennedy Ave/Exit 3 - Accident.
2,At Green Bay Rd - Accident.
2,At Weber Rd/Exit 263 - Accident.
3,At Waukegan Rd - Accident.
3,At Buffalo Grove Rd - Accident.
3,At W Hintz Rd - Accident.
3,At CR-9/Highland Ave - Accident.
3,At Cr-v47 - Accident.
3,At US-45 - Accident.
3,At 24th St - Accident.
3,At Touhy Ave - Accident.
3,At I-55/Stevenson Expy - Accident.
3,At I-55/Stevenson Expy - Accident.
3,At W Bartlett Rd - Accident.
3,At US-6/Southwest Hwy/Maple Rd - Accident.
3,At WI-32/Sheridan Rd - Accident.
3,At Barrington Rd - Accident.
3,At Kimball Ave/Exit 45B - Accident.
3,At IL-50/Cicero Ave - Accident.
3,At IL-83/Exit 10 - Accident.
2,At I-55 - Accident.
2,Between 130th St/Exit 68 and 115th St/Exit 66B - Accident.
3,At Ashland BLV/Paulina St/Exit 28B - Accident.
2,At I-55/Stevenson Expy (North) - Accident.
2,At Old US-41 - Accident.
2,Ramp to Exit 51B - Accident.
2,At Balmoral Ave - Accident.
2,At IL-31 - Accident.
2,At IL-64/North Ave - Accident.
2,At IL-83/Kingery Hwy - Accident.
3,At California Ave/Exit 46A - Accident.
3,At Farnsworth Ave - Accident.
3,At Rand Rd - Accident.
3,At IL-131/N Green Bay Rd - Accident.
3,At Touhy Ave/Exit 39 - Accident.
3,At IL-1/Halsted St/Exit 357 - Accident.
3,At IL-131/N Green Bay Rd - Accident.
3,At Belmont Ave - Accident.
3,At Old Orchard Rd/Exit 35 - Accident.
3,At 111th St/Exit 66A - Accident.
3,At IL-59/N Hough St - Accident.
3,At Ontarioville Rd - Accident.
3,At US-45 - Accident.
3,At Ashland BLV/Paulina St/Exit 28B - Accident.
3,At US-12/US-20/95th St/Exit 62 - Accident.
3,At CR-10 - Accident.
3,At Wolf Rd - Accident.
3,At CR-2/Finley Rd - Accident.
3,At S Vincennes Ave - Accident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
3,At S State St - Accident.
3,At IL-171/Exit 282 - Accident.
3,At 167th St/Exit 346 - Accident.
2,At IL-1/Halsted St/Exit 357 - Accident.
4,Closed at IL-50/Cicero Ave/Exit 286 - Road closed due to accident.
4,Closed at Martin L King Dr/Exit 293D - Road closed due to accident. Roadwork.
2,At I-80/Exit 345 - Accident.
2,At 47th St/Exit 56B - Accident.
2,At Willow Rd/Exit 33 - Accident.
2,At Independence Blvd/Exit 26A - Accident.
2,Between Farnsworth Ave and Ronald Reagan Memorial Tollway - Accident.
2,At Downers Dr - Accident.
3,At IL-72/W Higgins Rd - Accident.
2,At Cermak Rd/Exit 293 - Accident.
2,At Winfield Rd - Accident.
4,Closed at Cobblestone Way - Road closed due to accident.
4,Closed at Lodi Dr - Road closed due to accident.
2,At I-355 (South) - Accident.
2,At IL-83/Kingery Hwy - Accident.
2,At Glen Ellyn - Accident.
3,At Sacramento Ave - Accident.
3,At Cr-v76 - Accident.
3,At N Main St/Old Rand Rd - Accident.
3,At IL-83 - Accident.
3,At Brandywyn Ln - Accident.
3,At I-90/I-94/Wells St/Wentworth Av - Accident.
3,At 79th St/60C - Accident.
2,At 82nd/83rd St Toll Plaza - Accident.
2,Ramp to I-355/Exit 269 - Accident.
2,Ramp to I-355/Veterans Memorial Tollway NB - Accident.
2,Ramp to I-355 - Accident.
2,Ramp to I-355/Veterans Memorial Tollway - Accident.
3,At Balmoral Ave - Accident.
2,Between Old Mill Rd and CR-58/CR-W24/Riverwoods Rd - Accident.
2,At IL-137 - Accident.
2,Between CR-58/CR-W24/Riverwoods Rd and Old Mill Rd - Accident.
2,At I-290/US-20/IL-64 - Accident.
2,At I-94/Tri-State Tollway - Accident.
2,At US-12/US-20/US-45/Exit 17 - Accident.
2,At Cr-a27 - Accident.
2,At IL-47 - Accident.
2,At US-20 - Accident.
2,At I-88/E-W Tollway - Accident.
2,Between IL-50/Cicero Ave/Exit 41C and Elston Ave - Accident.
4,Between US-20 and IL-47 - Accident.
2,At Wise Rd - Accident.
2,At IL-173/Rosecrans Rd - Accident.
3,Ramp to Tri-State Tollway - Accident.
3,At I-290/Eisenhower Expy - Accident.
3,At IL-120/Belvidere Rd - Accident.
3,At Tower Rd/Exit 31 - Accident.
4,Closed between IL-60 and Diamond Lake Rd - Road closed due to accident.
3,At US-45 - Accident.
3,At Lake Cook Rd - Accident.
3,At Addison St/Exit 45A - Accident.
3,At Naperville Rd - Accident.
2,At Lemont Rd/Exit 271 - Accident.
